,id,sex,sizeCurrent,sizeGroup,ageGroup,ageString,breedString,colorDetails,vocalLevel,sheddingLevel,energyLevel,exerciseNeeds,isSpecialNeeds,isCurrentVaccinations,isDeclawed,isHousetrained,isKidsOk,adultSexesOk,obedienceTraining,ownerExperience,newPeopleReaction,pictureCount,videoCount,adoptedDate,availableDate,length_of_stay
31555,10622182,Female,3.299999952316284,Small,Baby,6 Years 4 Months,Domestic Short Hair / Tortoiseshell / Mixed,,,,,,,,,,,,,,,1,0,2016-10-12 00:00:00+00:00,2016-10-09 00:00:00+00:00,3.0
31557,10622283,Female,2.0,Small,Baby,6 Years 4 Months,Domestic Short Hair / Calico / Mixed,,,,,,,,,,,,,,,5,0,2016-11-27 00:00:00+00:00,2016-10-16 00:00:00+00:00,42.0
31559,10622319,Female,4.0,Small,Baby,6 Years 4 Months,Domestic Short Hair / Calico / Mixed,,,,,,,,,,,,,,,3,0,2016-11-27 00:00:00+00:00,2016-10-16 00:00:00+00:00,42.0
31561,10622328,Female,2.0,Small,Baby,6 Years 4 Months,Domestic Short Hair / Calico / Mixed,,,,,,,,,,,,,,,2,0,2016-11-05 00:00:00+00:00,2016-10-16 00:00:00+00:00,20.0
31562,10622331,Male,3.5,Small,Baby,6 Years 6 Months,Domestic Short Hair / Mixed,,,,,,,,,,,,,,,4,0,2016-12-02 00:00:00+00:00,2016-10-02 00:00:00+00:00,61.0
31597,10623281,Female,13.81999969482422,Medium,Young,7 Years 9 Months,Tabby / Domestic Long Hair / Mixed (medium coat),,,,,,False,True,False,,True,,,,,5,1,2020-06-02 00:00:00+00:00,2020-03-25 00:00:00+00:00,69.0
31617,10623894,Female,,Medium,Baby,6 Years 9 Months,Domestic Short Hair (short coat),Gray spot on both sides of nose,,,Moderate,,False,,False,True,True,All,,,Friendly,2,0,2016-11-07 00:00:00+00:00,2016-11-03 00:00:00+00:00,4.0
31621,10623905,Female,,Medium,Baby,6 Years 9 Months,Domestic Short Hair (short coat),"gray tiger, with white",,,,,False,,False,True,,All,,,Friendly,1,0,2016-12-16 00:00:00+00:00,2016-12-05 00:00:00+00:00,11.0
31622,10623907,Female,5.0,Small,Baby,6 Years 7 Months,Siamese (short coat),Lynx Point,,,Moderate,,False,True,,True,True,All,,,Friendly,15,0,2017-01-03 00:00:00+00:00,2016-09-29 00:00:00+00:00,96.0
31626,10624125,Female,,,,6 Years 11 Months,Domestic Long Hair / Mixed (medium coat),Black with silver outer coat,,,,,False,True,,True,True,,,,,2,0,2016-10-08 00:00:00+00:00,2016-09-29 00:00:00+00:00,9.0
31627,10624162,Male,16.0,Large,Adult,8 Years 9 Months,Domestic Short Hair (short coat),,,,Moderate,,,,,True,,All,,,Friendly,1,0,2016-12-23 00:00:00+00:00,2016-10-15 00:00:00+00:00,69.0
31634,10624313,Female,10.0,Small,Adult,10 Years 2 Months,American Shorthair / Torbie / Mixed (short coat),Brown tabby with torbie yellow shadings,,,,,False,True,False,True,True,,,,,10,0,2016-11-21 00:00:00+00:00,2016-09-16 00:00:00+00:00,66.0
31648,10624832,Male,,Medium,Young,,Domestic Short Hair (short coat),,,,,,,,,,,,,,,0,0,2016-10-08 00:00:00+00:00,2016-09-29 00:00:00+00:00,9.0
31649,10624838,Male,,Medium,Young,,Domestic Short Hair (short coat),,,,,,,,,,,,,,,0,0,2016-10-01 00:00:00+00:00,2016-09-29 00:00:00+00:00,2.0
31651,10624852,Female,,Medium,Young,,Domestic Short Hair (short coat),grey w/ small white patch on chest,,,,,,,,,,,,,,0,0,2016-10-05 00:00:00+00:00,2016-09-29 00:00:00+00:00,6.0
31652,10625064,Female,,Medium,Young,,Domestic Short Hair (short coat),,,,,,,,,,,,,,,0,0,2016-10-01 00:00:00+00:00,2016-09-28 00:00:00+00:00,3.0
31663,10625132,Male,,Medium,Young,,Domestic Short Hair (short coat),orange tabby,,,,,,,,,,,,,,0,0,2016-10-01 00:00:00+00:00,2016-09-28 00:00:00+00:00,3.0
31667,10625145,Male,12.5,Medium,Adult,14 Years 7 Months,Norwegian Forest Cat / Domestic Long Hair / Mixed (long coat),"Brown W/black stripes and white on nose, chin",Some,Moderate,Moderate,,False,True,False,True,,All,,,Cautious,2,0,2016-11-02 00:00:00+00:00,2016-10-05 00:00:00+00:00,28.0
31675,10625164,Male,,Large,Adult,,Manx (short coat),,,,,,,,,,,,,,,0,0,2016-10-25 00:00:00+00:00,2016-09-29 00:00:00+00:00,26.0
31699,10625717,Male,2.1700000762939453,,Young,9 Years 4 Months,Domestic Medium Hair / Mixed (short coat),,Some,,Moderate,,False,True,False,True,True,All,,,Friendly,0,0,2016-10-05 00:00:00+00:00,2016-09-17 00:00:00+00:00,18.0
31700,10625724,Male,,Medium,Young,,Domestic Short Hair (short coat),white w/tabby,,,,,,,,,,,,,,0,0,2016-10-04 00:00:00+00:00,2016-09-29 00:00:00+00:00,5.0
31713,10626128,Female,,Small,Young,6 Years 4 Months,Domestic Short Hair (medium coat),Male & Female,,,,,False,True,False,True,True,,,,,4,0,2016-12-23 00:00:00+00:00,2016-10-01 00:00:00+00:00,83.0
31715,10626135,Male,,,,6 Years 6 Months,Domestic Short Hair (short coat),,,,,,False,,False,True,,,,,,2,0,2016-11-10 00:00:00+00:00,2016-10-01 00:00:00+00:00,40.0
31717,10626273,Female,,,,6 Years 5 Months,Calico (medium coat),,,,,,False,,False,True,,,,,,2,0,2016-11-05 00:00:00+00:00,2016-10-01 00:00:00+00:00,35.0
31719,10626301,Female,,,,6 Years 5 Months,Calico (medium coat),,,,,,False,,False,True,,,,,,3,0,2016-11-12 00:00:00+00:00,2016-10-01 00:00:00+00:00,42.0
31733,10626703,Female,2.0,Medium,Baby,6 Years 4 Months,Domestic Short Hair / Mixed (short coat),Gray and white,,Moderate,Moderate,Moderate,False,True,False,True,,All,,,Friendly,1,0,2016-10-05 00:00:00+00:00,2016-09-30 00:00:00+00:00,5.0
31744,10627534,Female,,,Baby,8 Years 3 Months,Domestic Medium Hair (medium coat),Tiger stripe,,Moderate,Moderate,Low,False,True,False,True,True,All,,,Friendly,1,0,2016-12-22 00:00:00+00:00,2016-09-30 00:00:00+00:00,83.0
31745,10627537,Female,,Medium,Young,8 Years 10 Months,Domestic Medium Hair (medium coat),,,Moderate,,,False,True,False,True,True,All,,,Friendly,1,0,2016-10-20 00:00:00+00:00,2016-09-28 00:00:00+00:00,22.0
31746,10627540,Female,,Medium,Baby,8 Years 3 Months,Domestic Medium Hair (medium coat),,,,,,False,True,False,True,True,All,,,Friendly,1,0,2016-10-17 00:00:00+00:00,2016-09-15 00:00:00+00:00,32.0
31756,10627611,Female,6.699999809265137,Small,Adult,9 Years 8 Months,Domestic Short Hair / Mixed (short coat),,Quiet,Moderate,Moderate,Moderate,False,True,False,True,True,All,,,Friendly,1,0,2018-04-22 00:00:00+00:00,2016-09-10 00:00:00+00:00,589.0
31758,10627625,Male,6.699999809265137,Small,Young,9 Years 10 Months,Domestic Short Hair / Mixed (short coat),,Quiet,Moderate,High,Moderate,False,True,False,True,True,All,,,Friendly,1,0,2016-12-10 00:00:00+00:00,2016-09-10 00:00:00+00:00,91.0
31768,10627714,Male,,Medium,Baby,8 Years 1 Month,Siamese / Mixed (medium coat),,,Moderate,,,False,True,False,True,,All,,,Cautious,3,0,2016-10-12 00:00:00+00:00,2016-09-25 00:00:00+00:00,17.0
31769,10627843,Female,5.5,Small,Young,10 Years 1 Month,Domestic Short Hair (short coat),Gray,Quiet,Moderate,Moderate,Moderate,False,True,False,True,,All,,,Cautious,3,0,2017-12-23 00:00:00+00:00,2016-08-30 00:00:00+00:00,480.0
31770,10627889,Male,,Medium,Baby,8 Years 1 Month,Domestic Short Hair / Siamese / Mixed (short coat),,,,,,False,True,False,True,True,All,,,Friendly,3,0,2016-10-31 00:00:00+00:00,2016-09-25 00:00:00+00:00,36.0
31772,10628008,Female,8.0,Medium,Adult,11 Years 11 Months,Tabby / Domestic Short Hair (short coat),,Quiet,Moderate,Low,Low,False,True,False,True,,All,,,Cautious,0,0,2017-01-20 00:00:00+00:00,2016-08-16 00:00:00+00:00,157.0
31773,10628010,Male,,Medium,Baby,8 Years 1 Month,Siamese (medium coat),,,,,,,True,,True,True,All,,,Cautious,4,0,2016-10-16 00:00:00+00:00,2016-09-25 00:00:00+00:00,21.0
31787,10628190,Female,,Small,Adult,8 Years 9 Months,Domestic Short Hair (short coat),,Quiet,Moderate,Moderate,Low,False,True,False,True,,,,,Cautious,3,0,2016-10-16 00:00:00+00:00,2016-09-15 00:00:00+00:00,31.0
31794,10628222,Male,4.0,Small,Baby,9 Years 7 Months,Domestic Short Hair / Tabby / Mixed (short coat),Orange tabby with white,,,,,False,True,False,True,True,,,,,2,0,2016-10-14 00:00:00+00:00,2016-10-01 00:00:00+00:00,13.0
31799,10628368,Male,9.0,,Adult,10 Years 8 Months,Domestic Long Hair / Turkish Van (long coat),Black and grey tail,,Moderate,Moderate,,False,True,False,,,All,,Species,Friendly,1,0,2016-11-17 00:00:00+00:00,2016-10-01 00:00:00+00:00,47.0
31801,10628371,Male,9.0,,Adult,10 Years 8 Months,Domestic Short Hair / Tabby (short coat),,,Moderate,Moderate,,False,True,False,,,,,Species,Cautious,1,0,2016-10-01 00:00:00+00:00,2016-10-01 00:00:00+00:00,0.0
31815,10628592,Male,,Medium,Young,,Domestic Short Hair (short coat),tabby w/white,,,,,,,,,,,,,,0,0,2016-10-04 00:00:00+00:00,2016-09-29 00:00:00+00:00,5.0
31822,10628935,Male,,Medium,Young,,Domestic Medium Hair (medium coat),,,,,,,,,,,,,,,0,0,2016-10-29 00:00:00+00:00,2016-09-30 00:00:00+00:00,29.0
31847,10629327,Female,,,Adult,13 Years 3 Months,Domestic Short Hair (short coat),,,,,,False,True,True,True,,,,,,3,0,2016-10-08 00:00:00+00:00,2016-09-16 00:00:00+00:00,22.0
31853,10629721,Female,,,,7 Years 2 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,,,,,,3,0,2016-12-27 00:00:00+00:00,2016-10-01 00:00:00+00:00,87.0
31938,10630999,Male,11.0,,Senior,16 Years 3 Months,Domestic Short Hair / Mixed,,,,,,False,True,False,True,True,,,,,10,0,2016-11-19 00:00:00+00:00,2016-10-01 00:00:00+00:00,49.0
31971,10631440,Female,,Medium,Young,6 Years 8 Months,Domestic Short Hair (short coat),Black with rich brown undertones.,Some,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,Friendly,4,0,2016-10-30 00:00:00+00:00,2016-10-01 00:00:00+00:00,29.0
31976,10631450,Female,,Medium,Young,6 Years 8 Months,Domestic Short Hair (short coat),Black with white hair in ears. Brown undertones.,,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,Cautious,2,0,2016-10-30 00:00:00+00:00,2016-10-01 00:00:00+00:00,29.0
31977,10631452,Female,,Medium,Young,6 Years 8 Months,Domestic Short Hair (short coat),,,,Moderate,Moderate,False,True,False,True,True,All,Has Basic Training,,Friendly,6,0,2017-02-05 00:00:00+00:00,2016-10-01 00:00:00+00:00,127.0
31978,10631455,Male,,,Young,6 Years 8 Months,Domestic Short Hair (short coat),,,,Moderate,Moderate,False,True,False,True,True,All,Has Basic Training,,Friendly,4,0,2016-12-09 00:00:00+00:00,2016-10-01 00:00:00+00:00,69.0
31982,10631493,Female,,Medium,Young,6 Years 8 Months,Domestic Short Hair (short coat),Black with white on chest and underbelly.,Some,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,Friendly,3,0,2016-10-29 00:00:00+00:00,2016-10-01 00:00:00+00:00,28.0
31983,10631495,Male,,Medium,Young,6 Years 8 Months,Domestic Short Hair (short coat),Mackerel Tabby-Swirls,Some,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,,4,0,2016-11-20 00:00:00+00:00,2016-10-01 00:00:00+00:00,50.0
31984,10631498,Male,,,Young,6 Years 8 Months,Domestic Short Hair (short coat),,,,Moderate,Moderate,False,True,False,True,True,All,Has Basic Training,,Friendly,2,0,2016-12-09 00:00:00+00:00,2016-10-01 00:00:00+00:00,69.0
31989,10631651,Female,,Medium,Young,6 Years 8 Months,Domestic Short Hair (short coat),,,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,,2,1,2016-12-17 00:00:00+00:00,2016-10-01 00:00:00+00:00,77.0
31990,10631661,Female,,,,8 Years 5 Months,Domestic Short Hair,,,,,,False,,False,,True,,,,,3,0,2017-01-07 00:00:00+00:00,2016-11-01 00:00:00+00:00,67.0
31991,10631662,Female,,Medium,Young,7 Years 4 Months,Domestic Short Hair (short coat),brown tabby w/ orange,Quiet,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,Friendly,5,0,2016-10-29 00:00:00+00:00,2016-10-01 00:00:00+00:00,28.0
31992,10631664,Female,6.699999809265137,Medium,Adult,15 Years 1 Month,Domestic Short Hair (short coat),,Some,,Low,Moderate,False,True,False,True,,All,Has Basic Training,,Friendly,6,0,2017-02-05 00:00:00+00:00,2016-10-01 00:00:00+00:00,127.0
31994,10631666,Female,,Medium,Adult,15 Years 3 Months,Russian Blue / American Shorthair / Mixed (medium coat),,,,Moderate,Moderate,False,True,False,True,True,All,Has Basic Training,,Cautious,3,0,2017-05-12 00:00:00+00:00,2016-10-01 00:00:00+00:00,223.0
31995,10631669,Female,,,,7 Years 10 Months,Calico,,,,,,False,True,False,True,True,,,,,6,0,2016-11-19 00:00:00+00:00,2016-11-01 00:00:00+00:00,18.0
32103,10633224,Female,,Large,Adult,9 Years 10 Months,Domestic Short Hair,,,,,,False,True,False,True,True,All,,,Friendly,1,0,2016-10-02 00:00:00+00:00,2016-09-15 00:00:00+00:00,17.0
32104,10633229,Female,,Medium,Adult,7 Years 11 Months,Russian Blue / Mixed (long coat),,,,,,,True,,True,True,All,Well Trained,,Friendly,7,0,2017-07-03 00:00:00+00:00,2016-09-25 00:00:00+00:00,281.0
32142,10633440,Male,,Small,Baby,6 Years 4 Months,Domestic Long Hair (long coat),Black w/white clerical,,,,,False,True,False,True,True,,,,,1,0,2016-11-05 00:00:00+00:00,2016-10-02 00:00:00+00:00,34.0
32175,10633864,Female,2.0,,Baby,7 Years 6 Months,Russian Blue / Mixed,,,,,,False,True,False,True,True,,,,,2,0,2016-10-18 00:00:00+00:00,2016-10-03 00:00:00+00:00,15.0
32185,10633963,Male,,Large,Adult,,Domestic Short Hair / Mixed (short coat),Solid Gray,,Moderate,,,False,,False,True,False,,,,Aggressive,0,0,2016-10-01 00:00:00+00:00,2016-10-01 00:00:00+00:00,0.0
32187,10633974,Female,,Medium,Adult,,Domestic Short Hair / Mixed (short coat),,,,Moderate,Low,,True,,True,,All,,,Friendly,0,0,2016-09-23 00:00:00+00:00,2016-09-23 00:00:00+00:00,0.0
32192,10634004,Female,3.0,Medium,Baby,9 Years,Domestic Short Hair / Domestic Short Hair / Mixed (short coat),"white markings, face and paws",,Moderate,Moderate,,False,,False,True,True,All,,,Friendly,3,0,2016-10-22 00:00:00+00:00,2016-10-11 00:00:00+00:00,11.0
32199,10634127,Female,3.0,Medium,Baby,9 Years,Domestic Short Hair / Tuxedo / Mixed,white chest and paws,,Moderate,Moderate,Not Required,False,,False,True,True,All,,,Friendly,2,0,2016-11-02 00:00:00+00:00,2016-10-11 00:00:00+00:00,22.0
32205,10634155,Male,2.0,Medium,Baby,6 Years 4 Months,Domestic Short Hair (short coat),And white,Some,,Moderate,Moderate,False,True,False,True,True,All,Has Basic Training,,Friendly,1,0,2016-10-23 00:00:00+00:00,2016-10-09 00:00:00+00:00,14.0
32207,10634161,Male,,,Baby,6 Years 4 Months,Domestic Short Hair (short coat),,Some,,Moderate,Moderate,False,True,False,True,True,All,Has Basic Training,,Friendly,2,0,2016-11-13 00:00:00+00:00,2016-10-09 00:00:00+00:00,35.0
32228,10634216,Female,,Medium,Young,7 Years 4 Months,Domestic Medium Hair (medium coat),,Quiet,,Moderate,Moderate,False,True,False,True,,All,,,Friendly,1,0,2016-11-26 00:00:00+00:00,2016-10-29 00:00:00+00:00,28.0
32229,10634217,Female,,Large,Adult,12 Years 4 Months,Tabby (short coat),,Some,,Moderate,Moderate,False,True,True,True,,All,,,Friendly,1,0,2016-12-17 00:00:00+00:00,2016-11-02 00:00:00+00:00,45.0
32232,10634220,Male,,Medium,Baby,6 Years 9 Months,Tabby (short coat),,Some,,Moderate,Moderate,False,True,False,True,,All,,,Cautious,1,0,2016-11-30 00:00:00+00:00,2016-11-03 00:00:00+00:00,27.0
32237,10634228,Female,8.0,Large,Adult,7 Years 3 Months,Tabby (short coat),,Quiet,,Moderate,Moderate,False,True,False,True,,All,,,Friendly,4,0,2016-12-02 00:00:00+00:00,2016-11-26 00:00:00+00:00,6.0
32288,10634300,Female,,Medium,Young,6 Years 10 Months,Domestic Medium Hair / Tabby / Mixed (medium coat),,Some,,Moderate,Moderate,True,True,False,True,,All,,,Friendly,3,0,2016-12-03 00:00:00+00:00,2016-10-19 00:00:00+00:00,45.0
32360,10634377,Female,,Medium,Young,7 Years 3 Months,Domestic Short Hair (medium coat),,Quiet,,Moderate,Moderate,False,True,,True,,,,,Friendly,2,0,2017-03-22 00:00:00+00:00,2017-01-01 00:00:00+00:00,80.0
33215,10635717,Female,,,,6 Years 4 Months,Domestic Long Hair,,,,,,False,True,False,True,,,,,,1,0,2016-10-08 00:00:00+00:00,2016-10-01 00:00:00+00:00,7.0
33221,10636210,Male,3.0,Medium,Baby,9 Years,Domestic Short Hair / Tabby / Mixed (short coat),white markingss,,Moderate,Moderate,Not Required,False,,False,True,True,All,,,Friendly,3,0,2016-11-02 00:00:00+00:00,2016-10-11 00:00:00+00:00,22.0
33233,10636328,Female,,Small,Baby,8 Years 11 Months,Domestic Long Hair / Tortoiseshell / Mixed,,,,Moderate,Low,False,,,True,True,All,,,,2,0,2016-11-11 00:00:00+00:00,2016-10-09 00:00:00+00:00,33.0
33234,10636331,Female,,Small,Baby,8 Years 11 Months,Domestic Long Hair / Tortoiseshell / Mixed,,,,Moderate,Low,False,,,True,True,All,,,,2,0,2016-10-19 00:00:00+00:00,2016-10-09 00:00:00+00:00,10.0
33260,10637123,Male,9.979999542236328,Medium,Adult,5 Years,Domestic Medium Hair / Mixed (medium coat),White and Brown,Some,,Moderate,Low,True,False,False,,,All,,Species,Friendly,2,0,2025-03-01 00:00:00+00:00,2024-06-30 00:00:00+00:00,244.0
33288,10637695,Male,,,,8 Years 3 Months,Domestic Short Hair,,,Moderate,,,False,True,,,True,All,,,Friendly,1,0,2016-10-06 00:00:00+00:00,2016-10-03 00:00:00+00:00,3.0
33293,10637763,Female,,,Baby,9 Years 2 Months,Domestic Short Hair (short coat),,,,,,,True,,True,,All,,,Friendly,1,0,2016-11-14 00:00:00+00:00,2016-10-03 00:00:00+00:00,42.0
33295,10637765,Male,,,Baby,9 Years 2 Months,Domestic Short Hair (short coat),,,,,,False,True,,True,,All,,,Friendly,1,0,2016-10-30 00:00:00+00:00,2016-10-03 00:00:00+00:00,27.0
33296,10637766,Female,,,Baby,9 Years 2 Months,Domestic Short Hair (short coat),,,,,,,True,,True,,All,,,Friendly,1,0,2016-11-14 00:00:00+00:00,2016-10-03 00:00:00+00:00,42.0
33297,10637768,Male,,,Baby,9 Years 2 Months,Domestic Short Hair (short coat),,,,,,False,True,,True,,All,,,Friendly,1,0,2016-11-15 00:00:00+00:00,2016-10-03 00:00:00+00:00,43.0
33307,10637920,Male,4.0,Medium,Young,7 Years 8 Months,Tabby / Tuxedo / Mixed (medium coat),"White chest, belly, paws w/blk/grey tabby stripes",Some,,Moderate,,,True,False,True,True,All,,,Cautious,6,0,2017-01-11 00:00:00+00:00,2016-10-08 00:00:00+00:00,95.0
33317,10637981,Female,,Small,Baby,10 Years 1 Month,Domestic Short Hair / Mixed (short coat),,,,,,False,,,,,,,,,2,0,2016-10-28 00:00:00+00:00,2016-10-03 00:00:00+00:00,25.0
33318,10637994,Female,,Small,Baby,9 Years 9 Months,Domestic Short Hair / Mixed (short coat),,,,,,False,,,,,,,,,2,0,2016-10-20 00:00:00+00:00,2016-10-03 00:00:00+00:00,17.0
33339,1063832,Male,5.0,Medium,,17 Years,Domestic Long Hair - gray / Mixed (long coat),,,,,,,True,False,True,True,,,,Friendly,4,0,2008-12-30 00:00:00+00:00,2008-12-01 00:00:00+00:00,29.0
33362,10638467,Female,8.0,Medium,Adult,9 Years 2 Months,Siamese / Mixed,,,,,,,,,True,,,,,,3,0,2016-11-26 00:00:00+00:00,2016-11-02 00:00:00+00:00,24.0
33365,10638517,Male,,Small,Baby,6 Years 3 Months,Siamese / Himalayan / Mixed,,,,,,,,,True,True,,,,,4,0,2017-01-21 00:00:00+00:00,2016-11-02 00:00:00+00:00,80.0
33367,10638521,Male,,Small,Baby,6 Years 3 Months,Siamese / Mixed,,,,,,,,,True,True,,,,,3,0,2017-01-08 00:00:00+00:00,2016-11-02 00:00:00+00:00,67.0
33368,10638548,Female,,Small,Baby,6 Years 3 Months,Domestic Short Hair / Mixed,,,,,,,,,,,,,,,1,0,2017-01-25 00:00:00+00:00,2016-11-02 00:00:00+00:00,84.0
33369,10638577,Male,4.0,Small,Baby,6 Years 3 Months,Domestic Short Hair / Mixed,,,,,,,,,True,True,,,,,2,0,2016-11-29 00:00:00+00:00,2016-11-02 00:00:00+00:00,27.0
33370,10638610,Male,,Small,Baby,6 Years 3 Months,Domestic Short Hair / Mixed,,,,,,,,,True,True,,,,,2,0,2017-01-26 00:00:00+00:00,2016-11-02 00:00:00+00:00,85.0
33372,10638918,Male,,,,8 Years 8 Months,Maine Coon / Mixed,,,,,,,,,,,,,,,0,0,2016-09-02 00:00:00+00:00,2016-08-26 00:00:00+00:00,7.0
33379,10639009,Male,4.300000190734863,,Baby,7 Years 8 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,True,,,,,1,0,2016-10-29 00:00:00+00:00,2016-10-26 00:00:00+00:00,3.0
33380,10639019,Female,3.900000095367432,,Baby,7 Years 8 Months,Domestic Short Hair (short coat),,,,,,False,False,False,True,True,,,,,1,0,2016-11-26 00:00:00+00:00,2016-11-26 00:00:00+00:00,0.0
33383,10639047,Male,3.799999952316284,,Baby,7 Years 8 Months,Domestic Short Hair / Tuxedo (short coat),,,,,,False,True,False,True,True,,,,,1,0,2016-11-12 00:00:00+00:00,2016-10-26 00:00:00+00:00,17.0
33390,10639407,Male,4.0,,Baby,7 Years 8 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,True,,,,,2,0,2016-12-03 00:00:00+00:00,2016-11-18 00:00:00+00:00,15.0
33392,10639632,Female,3.799999952316284,,Baby,7 Years 8 Months,Domestic Short Hair (short coat),,,,,,False,True,False,True,True,,,,,1,0,2016-12-06 00:00:00+00:00,2016-12-06 00:00:00+00:00,0.0
33397,10639645,Female,4.599999904632568,,Baby,7 Years 8 Months,Domestic Short Hair / Tuxedo (short coat),,,,,,False,True,False,True,True,,,,,1,0,2016-12-06 00:00:00+00:00,2016-12-06 00:00:00+00:00,0.0
33441,10640087,Female,,Small,Young,8 Years 11 Months,Domestic Short Hair (short coat),Gray Tabby,,,,,False,True,False,True,True,,,,,1,0,2016-10-15 00:00:00+00:00,2016-10-04 00:00:00+00:00,11.0
33443,10640098,Male,,Small,Young,8 Years 11 Months,Domestic Short Hair (short coat),Gray Tabby,,,,,False,True,False,True,True,,,,,3,0,2016-12-17 00:00:00+00:00,2016-10-04 00:00:00+00:00,74.0
33445,10640118,Male,,Small,Young,8 Years 11 Months,Domestic Short Hair (short coat),White with gray spots,,,,,False,True,False,True,True,,,,,1,0,2016-12-17 00:00:00+00:00,2016-10-04 00:00:00+00:00,74.0
33456,10640633,Male,,,Adult,12 Years 1 Month,Domestic Short Hair,,,,,,False,True,False,True,True,,,,,1,0,2016-10-30 00:00:00+00:00,2016-10-04 00:00:00+00:00,26.0
33509,10641603,Male,,Medium,Baby,7 Years 4 Months,Domestic Short Hair (short coat),,,Moderate,Moderate,Not Required,False,True,False,True,,All,,,,1,0,2016-11-11 00:00:00+00:00,2016-10-25 00:00:00+00:00,17.0
33511,10641625,Male,,,Baby,7 Years 4 Months,Domestic Short Hair (short coat),,,Moderate,Moderate,Not Required,False,True,False,True,,,,,Friendly,2,0,2016-11-10 00:00:00+00:00,2016-10-25 00:00:00+00:00,16.0
33512,10641626,Female,,Medium,Young,6 Years 11 Months,Domestic Short Hair (short coat),,,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,Friendly,4,0,2016-11-09 00:00:00+00:00,2016-10-01 00:00:00+00:00,39.0
33513,10641639,Female,,Medium,Young,8 Years 2 Months,Domestic Short Hair (short coat),,,,Moderate,Moderate,False,True,False,True,True,All,Has Basic Training,,,4,0,2016-12-16 00:00:00+00:00,2016-10-01 00:00:00+00:00,76.0
33515,10641649,Male,,Medium,Adult,11 Years 8 Months,Domestic Short Hair / Russian Blue (short coat),,,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,Friendly,3,0,2016-11-20 00:00:00+00:00,2016-10-01 00:00:00+00:00,50.0
33517,10641656,Female,,Medium,Adult,12 Years 8 Months,Domestic Short Hair (short coat),Dilute Calico,,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,,2,0,2016-11-08 00:00:00+00:00,2016-10-01 00:00:00+00:00,38.0
33519,10641660,Male,,Medium,Adult,14 Years 4 Months,Domestic Short Hair (short coat),,,,Low,Low,True,True,False,True,,All,Has Basic Training,,Cautious,4,0,2017-10-01 00:00:00+00:00,2016-10-01 00:00:00+00:00,365.0
33520,10641662,Female,,Medium,Adult,11 Years 8 Months,Domestic Short Hair (short coat),Dilute Tortie,,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,Cautious,3,0,2016-11-08 00:00:00+00:00,2016-10-01 00:00:00+00:00,38.0
33521,10641669,Male,,Medium,Adult,8 Years 8 Months,Domestic Short Hair / Russian Blue (short coat),,,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,Friendly,6,0,2017-01-15 00:00:00+00:00,2016-10-01 00:00:00+00:00,106.0
33523,10641676,Female,,Medium,Young,7 Years 8 Months,Domestic Short Hair (short coat),,,,Moderate,Moderate,False,True,False,True,,All,Has Basic Training,,Cautious,5,0,2016-12-11 00:00:00+00:00,2016-10-01 00:00:00+00:00,71.0
33534,10641867,Male,,,,10 Years 11 Months,Siamese,,,,,,False,,,,,,,,,1,0,2016-11-07 00:00:00+00:00,2016-10-03 00:00:00+00:00,35.0
33537,10642261,Female,,,Adult,,Calico / Mixed,,,,,,,True,,True,,All,,,Friendly,0,0,2016-10-04 00:00:00+00:00,2016-10-01 00:00:00+00:00,3.0
33538,10642274,Female,,Medium,Baby,6 Years 4 Months,Domestic Short Hair / Mixed (short coat),Black & White,Quiet,Moderate,Moderate,Low,False,True,False,True,,,,,,1,0,2016-11-05 00:00:00+00:00,2016-10-03 00:00:00+00:00,33.0
33540,10642308,Female,,Medium,Young,6 Years 5 Months,Domestic Short Hair / Mixed (short coat),,Quiet,,Moderate,Low,False,,False,True,,,,,Friendly,1,0,2016-10-20 00:00:00+00:00,2016-10-01 00:00:00+00:00,19.0
33559,10642662,Male,7.0,Medium,Young,7 Years 1 Month,Domestic Medium Hair / Mixed (medium coat),Black,,,,,False,True,False,True,True,,,,,2,0,2016-12-27 00:00:00+00:00,2016-10-05 00:00:00+00:00,83.0
33560,10642663,Female,,Medium,Adult,10 Years 2 Months,Domestic Short Hair / Mixed (short coat),,Quiet,Moderate,Moderate,Low,False,,False,,,,,,Friendly,1,0,2016-10-21 00:00:00+00:00,2016-09-29 00:00:00+00:00,22.0
